CLOCK,# SC,# SFO,ST_SIZE (KB),ST_COST ($),NET-IN (KB),NET-OUT (KB),NET-CLOUD (KB),NET-IN_COST ($),NET-OUT_COST ($),NET-CLOUD_COST ($),NET_COST ($)
2460,1,21,10485760,1025.5,7340032,0,14155776,0.14,0.0,0.135,0.275
2520,1,21,11010048,1087.0,7864320,0,14680064,0.15,0.0,0.14,0.29
2580,1,22,11010048,1150.0,7864320,0,14680064,0.15,0.0,0.14,0.29
2640,1,22,11534336,1214.1,8388608,0,15204352,0.16,0.0,0.145,0.305
2700,1,24,11534336,1280.1,8388608,0,15204352,0.16,0.0,0.145,0.305
2760,1,24,12058624,1348.0,8912896,0,15728640,0.17,0.0,0.15,0.32
2820,1,25,12582912,1419.65,9437184,0,16252928,0.18,0.0,0.155,0.335
2880,1,25,13107200,1491.8,9961472,0,16777216,0.19,0.0,0.16,0.35
2940,1,26,13107200,1566.8,9961472,0,16777216,0.19,0.0,0.16,0.35
3000,1,26,13631488,1643.6,10485760,0,17301504,0.2,0.0,0.165,0.365
3060,1,27,13631488,1721.6,10485760,0,17301504,0.2,0.0,0.165,0.365
3120,1,27,14155776,1802.0,11010048,0,17825792,0.21,0.0,0.17,0.38
3180,1,28,14155776,1883.0,11010048,0,17825792,0.21,0.0,0.17,0.38
3240,1,29,14680064,1966.2,11534336,0,18350080,0.22,0.0,0.175,0.395
3300,1,29,14680064,2050.2,11534336,0,18350080,0.22,0.0,0.175,0.395
3360,1,30,15204352,2137.0,12058624,0,18874368,0.23,0.0,0.18,0.41
3420,1,30,15204352,2224.0,12058624,0,18874368,0.23,0.0,0.18,0.41
3480,1,31,15728640,2313.6,12582912,0,19398656,0.24,0.0,0.185,0.425
3540,1,31,16252928,2403.8,13107200,0,19922944,0.25,0.0,0.19,0.44
3600,1,32,16252928,2496.8,13107200,0,19922944,0.25,0.0,0.19,0.44
3660,1,33,16777216,2589.8,13107200,0,19922944,0.25,0.0,0.19,0.44
3720,1,33,17301504,2687.85,14680064,0,20971520,0.28,0.0,0.2,0.48
3780,1,33,17301504,2786.85,14680064,0,20971520,0.28,0.0,0.2,0.48
3840,1,34,17301504,2885.85,14680064,0,20971520,0.28,0.0,0.2,0.48
3900,1,35,17825792,2986.95,14680064,0,22020096,0.28,0.0,0.21,0.49
3960,1,35,18350080,3091.35,14680064,0,23068672,0.28,0.0,0.22,0.5
4020,1,36,18350080,3196.35,14680064,0,23068672,0.28,0.0,0.22,0.5
4080,1,37,18874368,3302.55,14680064,0,24117248,0.28,0.0,0.23,0.51
4140,1,37,19398656,3412.05,14680064,0,25165824,0.28,0.0,0.24,0.52
4200,1,38,19398656,3523.05,14680064,0,25165824,0.28,0.0,0.24,0.52
4260,1,39,19922944,3634.35,14680064,0,26214400,0.28,0.0,0.25,0.53
4320,1,39,20447232,3748.95,14680064,0,27262976,0.28,0.0,0.26,0.54
4380,1,39,20447232,3865.95,14680064,0,27262976,0.28,0.0,0.26,0.54
4440,1,40,20447232,3982.95,14680064,0,27262976,0.28,0.0,0.26,0.54
4500,1,41,20971520,4100.65,15204352,0,27787264,0.29,0.0,0.265,0.555
4560,1,41,21495808,4221.65,15728640,0,28311552,0.3,0.0,0.27,0.57
4620,1,41,21495808,4344.65,15728640,0,28311552,0.3,0.0,0.27,0.57
4680,1,42,21495808,4467.65,15728640,0,28311552,0.3,0.0,0.27,0.57
4740,1,43,22020096,4591.75,16252928,0,28835840,0.31,0.0,0.275,0.585
4800,1,43,22544384,4718.75,16777216,0,29360128,0.32,0.0,0.28,0.6
4860,1,44,22544384,4847.75,16777216,0,29360128,0.32,0.0,0.28,0.6
4920,1,45,23068672,4978.15,17301504,0,29884416,0.33,0.0,0.285,0.615
4980,1,45,23592960,5110.85,17825792,0,30408704,0.34,0.0,0.29,0.63
5040,1,46,23592960,5245.85,17825792,0,30408704,0.34,0.0,0.29,0.63
5100,1,46,24117248,5382.35,18874368,0,30932992,0.36,0.0,0.295,0.655
5160,1,46,24117248,5520.35,18874368,0,30932992,0.36,0.0,0.295,0.655
5220,1,46,24117248,5658.35,18874368,0,30932992,0.36,0.0,0.295,0.655
5280,1,47,24117248,5796.35,18874368,0,30932992,0.36,0.0,0.295,0.655
5340,1,48,24641536,5936.25,19398656,0,31457280,0.37,0.0,0.3,0.67
5400,1,48,25165824,6078.75,19922944,0,31981568,0.38,0.0,0.305,0.685
5460,1,48,25165824,6222.75,19922944,0,31981568,0.38,0.0,0.305,0.685
5520,1,49,25165824,6366.75,19922944,0,31981568,0.38,0.0,0.305,0.685
5580,1,50,25690112,6513.05,20447232,0,32505856,0.39,0.0,0.31,0.7
5640,1,51,26214400,6661.95,20971520,0,33030144,0.4,0.0,0.315,0.715
5700,1,51,26738688,6812.7,21495808,0,33554432,0.41,0.0,0.32,0.73
5760,1,53,26738688,6965.7,21495808,0,33554432,0.41,0.0,0.32,0.73
5820,1,53,27787264,7121.35,22020096,0,35127296,0.42,0.0,0.335,0.755
5880,1,53,27787264,7280.35,22020096,0,35127296,0.42,0.0,0.335,0.755
5940,1,54,27787264,7439.35,22020096,0,35127296,0.42,0.0,0.335,0.755
6000,1,54,28311552,7599.1,22020096,0,36175872,0.42,0.0,0.345,0.765
6060,1,54,28311552,7761.1,22020096,0,36175872,0.42,0.0,0.345,0.765
6120,1,55,28311552,7923.1,22020096,0,36175872,0.42,0.0,0.345,0.765
6180,1,55,28311552,8085.1,22020096,0,36175872,0.42,0.0,0.345,0.765
6240,1,55,28835840,8249.95,22020096,0,37224448,0.42,0.0,0.355,0.775
6300,1,56,28835840,8414.95,22020096,0,37224448,0.42,0.0,0.355,0.775
6360,1,57,29360128,8580.15,22020096,0,38273024,0.42,0.0,0.365,0.785
6420,1,57,29884416,8750.1,22020096,0,39321600,0.42,0.0,0.375,0.795
6480,1,57,29884416,8921.1,22020096,0,39321600,0.42,0.0,0.375,0.795
6540,1,58,29884416,9092.1,22544384,0,39321600,0.43,0.0,0.375,0.805
6600,1,58,30408704,9264.15,22544384,0,40370176,0.43,0.0,0.385,0.815
6660,1,59,30408704,9438.15,22544384,0,40370176,0.43,0.0,0.385,0.815
6720,1,60,30408704,9612.15,22544384,0,40370176,0.43,0.0,0.385,0.815
6780,1,61,30932992,9788.75,23068672,0,40894464,0.44,0.0,0.39,0.83
6840,1,62,31981568,9970.05,24117248,0,41943040,0.46,0.0,0.4,0.86
6900,1,63,32505856,10154.8,24641536,0,42467328,0.47,0.0,0.405,0.875
6960,1,63,32505856,10340.8,24641536,0,42467328,0.47,0.0,0.405,0.875
7020,1,64,33030144,10529.4,25165824,0,42991616,0.48,0.0,0.41,0.89
7080,1,64,33554432,10718.95,25690112,0,43515904,0.49,0.0,0.415,0.905
7140,1,65,33554432,10910.95,25690112,0,43515904,0.49,0.0,0.415,0.905
7200,1,65,34078720,11102.95,25690112,0,43515904,0.49,0.0,0.415,0.905
7260,1,66,34078720,11297.95,26214400,0,44040192,0.5,0.0,0.42,0.92
7320,1,66,34603008,11493.9,26738688,0,44564480,0.51,0.0,0.425,0.935
7380,1,67,34603008,11691.9,26738688,0,44564480,0.51,0.0,0.425,0.935
7440,1,67,35127296,11890.3,27262976,0,45088768,0.52,0.0,0.43,0.95
7500,1,68,35127296,12091.3,27262976,0,45088768,0.52,0.0,0.43,0.95
7560,1,68,35651584,12293.65,27787264,0,45613056,0.53,0.0,0.435,0.965
7620,1,70,35651584,12497.65,27787264,0,45613056,0.53,0.0,0.435,0.965
7680,1,70,36700160,12702.6,28835840,0,46661632,0.55,0.0,0.445,0.995
7740,1,71,36700160,12912.6,28835840,0,46661632,0.55,0.0,0.445,0.995
7800,1,72,37224448,13124.25,29360128,0,47185920,0.56,0.0,0.45,1.01
7860,1,72,37224448,13337.25,29360128,0,47185920,0.56,0.0,0.45,1.01
7920,1,73,37748736,13553.15,29360128,0,48234496,0.56,0.0,0.46,1.02
7980,1,73,38273024,13769.9,29360128,0,49283072,0.56,0.0,0.47,1.03
8040,1,74,38273024,13988.9,29360128,0,49283072,0.56,0.0,0.47,1.03
8100,1,75,38797312,14209.9,29360128,0,50331648,0.56,0.0,0.48,1.04
8160,1,75,38797312,14431.9,29360128,0,50331648,0.56,0.0,0.48,1.04
8220,1,76,39321600,14656.75,29360128,0,51380224,0.56,0.0,0.49,1.05
8280,1,76,39845888,14882.85,29360128,0,52428800,0.56,0.0,0.5,1.06
8340,1,77,39845888,15110.85,29360128,0,52428800,0.56,0.0,0.5,1.06
8400,1,77,40370176,15340.8,29360128,0,53477376,0.56,0.0,0.51,1.07
8460,1,78,40370176,15571.8,29360128,0,53477376,0.56,0.0,0.51,1.07
8520,1,78,40894464,15804.3,29884416,0,54001664,0.57,0.0,0.515,1.085
8580,1,79,40894464,16038.3,29884416,0,54001664,0.57,0.0,0.515,1.085
8640,1,79,41418752,16274.65,30408704,0,54525952,0.58,0.0,0.52,1.1
8700,1,80,41418752,16511.65,30408704,0,54525952,0.58,0.0,0.52,1.1
8760,1,81,41943040,16750.55,30932992,0,55050240,0.59,0.0,0.525,1.115
8820,1,82,42467328,16992.5,31457280,0,55574528,0.6,0.0,0.53,1.13
8880,1,82,42467328,17235.5,31457280,0,55574528,0.6,0.0,0.53,1.13
8940,1,83,42991616,17481.1,31981568,0,56098816,0.61,0.0,0.535,1.145
9000,1,83,43515904,17727.55,32505856,0,56623104,0.62,0.0,0.54,1.16
9060,1,84,43515904,17976.55,32505856,0,56623104,0.62,0.0,0.54,1.16
9120,1,85,44040192,18227.9,33030144,0,57147392,0.63,0.0,0.545,1.175
9180,1,85,44564480,18480.4,33554432,0,57671680,0.64,0.0,0.55,1.19
9240,1,86,44564480,18735.4,33554432,0,57671680,0.64,0.0,0.55,1.19
9300,1,86,44564480,18990.4,33554432,0,57671680,0.64,0.0,0.55,1.19
9360,1,87,45088768,19248.15,34078720,0,58195968,0.65,0.0,0.555,1.205
9420,1,87,45613056,19507.05,34603008,0,58720256,0.66,0.0,0.56,1.22
9480,1,87,45613056,19768.05,35127296,0,58720256,0.67,0.0,0.56,1.23
9540,1,87,45613056,20029.05,35127296,0,58720256,0.67,0.0,0.56,1.23
9600,1,88,45613056,20290.05,35127296,0,58720256,0.67,0.0,0.56,1.23
9660,1,89,46137344,20552.35,35651584,0,59244544,0.68,0.0,0.565,1.245
9720,1,89,46661632,20817.95,36175872,0,59768832,0.69,0.0,0.57,1.26
9780,1,91,46661632,21084.95,36175872,0,59768832,0.69,0.0,0.57,1.26
9840,1,91,47710208,21354.85,36700160,0,61341696,0.7,0.0,0.585,1.285
9900,1,91,47710208,21627.85,36700160,0,61341696,0.7,0.0,0.585,1.285
9960,1,92,47710208,21900.85,36700160,0,61341696,0.7,0.0,0.585,1.285
10020,1,93,48234496,22175.45,36700160,0,62390272,0.7,0.0,0.595,1.295
10080,1,93,48758784,22453.95,36700160,0,63438848,0.7,0.0,0.605,1.305
10140,1,94,48758784,22732.95,36700160,0,63438848,0.7,0.0,0.605,1.305
10200,1,95,49283072,23012.65,36700160,0,64487424,0.7,0.0,0.615,1.315
